Date,prediction,weight_x,weight_y,share_ratio_x_per_y,sigma_daily,correlation,volatility_ratio,last_label_index,training_samples,z,var_x,var_y,covariance
2015-08-17,,0.4,0.6,0.8402743085661932,0.004707634122499555,0.6192901354806996,,-1,0,0.6060807942700723,0.0001740844065588543,8.410047306239703e-05,7.493303400116139e-05
2015-08-18,,0.4,0.6,0.84737732473032,0.0046580321990575095,0.6179708112851507,,-1,0,0.8443835187447101,0.0001714427435725874,8.14261455477144e-05,7.301455708611384e-05
2015-08-19,,0.4,0.6,0.8282115658608112,0.005071220605877513,0.5541234695844935,,-1,0,0.06550486162802704,0.00016884301547556382,8.480450843955377e-05,6.630672308511019e-05
2015-08-20,,0.4003291296806204,0.5996708703193796,0.8362080085772378,0.004987816512397969,0.6093363789953439,,-1,0,0.31335809583831065,0.0001868136086946648,9.338003449621242e-05,8.0480075912324e-05
2015-08-21,,0.41358855276828,0.58641144723172,0.8810470304110898,0.00501022415734934,0.6466535728638884,,-1,0,0.2026399885538625,0.00019522608356424936,0.0001088642409769718,9.427210985646279e-05
2015-08-24,,0.4,0.6,0.8708188934723433,0.005263547103166858,0.7513692119088439,,-1,0,1.4868880478161517,0.0003724352106057097,0.00014104127140263957,0.00017220742353043247
2015-08-25,,0.4,0.6,0.8245326900886024,0.006470196190438423,0.6954358514347847,,-1,0,-0.17810551350938053,0.0004980298962383461,0.0001382378485625117,0.00018247285445390776
2015-08-26,,0.4,0.6,0.8192091029025746,0.006380179907487568,0.7180666875461423,,-1,0,-0.3896762239710853,0.0005136622271777562,0.00015446652856200232,0.00020226502287261204
2015-08-27,,0.4,0.6,0.8325541442606873,0.006819410476675555,0.6996610451044514,,-1,0,0.120870243298752,0.0005127773194966881,0.0002001039120091245,0.00022411962540283876
2015-08-28,,0.4,0.6,0.8424717578766114,0.006808790949051273,0.6920396853618971,,-1,0,0.48979079590325336,0.0004962413494868836,0.0001959782201464622,0.0002158148770473859
2015-08-31,,0.4,0.6,0.8675603558243321,0.007059802756858784,0.6657966571663039,,-1,0,1.4057943421894585,0.0004986841962383281,0.00019023278179153112,0.00020506762057777674
2015-09-01,,0.4,0.6,0.880644511546517,0.006943925507712721,0.7067209888268912,,-1,0,1.7556475211071432,0.000542947950126671,0.0002133045404910506,0.00024050667737579633
2015-09-02,,0.4,0.6,0.8631115464773174,0.006973049782304747,0.7026186902728176,,-1,0,1.0843545209708243,0.0005482021888693107,0.00020701232742505003,0.0002366945100533489
2015-09-03,,0.4,0.6,0.8821998909104352,0.007111263520769776,0.6834044513238083,,-1,0,1.7323152258334165,0.000533648725732761,0.00020378672079994967,0.0002253686390487348
2015-09-04,,0.4,0.6,0.8882554017255886,0.006994257335718747,0.6910389659201643,,-1,0,1.8413053295888742,0.0005272741685890918,0.0002029550418708894,0.0002260584299364987
2015-09-08,,0.4,0.6,0.8640494460195729,0.007033398129187649,0.7130683106435226,,-1,0,0.952139804681106,0.00059058498552685,0.00020879991349366165,0.00025040182770490394
2015-09-09,,0.4,0.6,0.8592267899695865,0.006952527634242607,0.7107291268766267,,-1,0,0.7301284813954004,0.000571168094075042,0.00020348288155004032,0.00024229810813565446
2015-09-10,,0.4,0.6,0.8594770983812334,0.006840952281192582,0.7117012954880757,,-1,0,0.7147423962875654,0.000553997868956714,0.00019828812756986753,0.00023588491009306786
2015-09-11,,0.4,0.6,0.8525186627248822,0.006787670014845907,0.7074104594293523,,-1,0,0.41009630137335745,0.0005357991647965154,0.00019373643824000206,0.00022791774979876039
2015-09-14,,0.4,0.6,0.8405639669788727,0.006790677421753749,0.69853675771358,,-1,0,-0.10755320248293351,0.0005204802950392626,0.00018850487519850905,0.00021880271339881074
2015-09-15,,0.4,0.6,0.848353255047821,0.00676166592292764,0.6929267308944175,,-1,0,0.19416216955406332,0.0005034024807546866,0.0001858969765967398,0.00021197329675478184
2015-09-16,,0.4,0.6,0.8522045973561726,0.0068177512880725445,0.708357126001508,,-1,0,0.3543446718839614,0.0005125315314540923,0.00021443765093580127,0.00023483513904901752
2015-09-17,,0.4,0.6,0.8605024336451287,0.006740573459309979,0.7060653208727731,,-1,0,0.699106760546479,0.0004982179448586118,0.0002073966299038416,0.00022696318204668082
2015-09-18,,0.4,0.6,0.8540211130470434,0.006704996733320296,0.7025019349961074,,-1,0,0.35717269835783694,0.00048232080701650105,0.000205166164940951,0.00022098784855738892
2015-09-21,,0.4,0.6,0.8657632554177144,0.006699925015609158,0.6943356902051457,,-1,0,0.8846137968228892,0.00046804335535443497,0.00019972569438779354,0.000212289982544854
2015-09-22,,0.4,0.6,0.8560439508999577,0.0068034163295984775,0.6897034555006293,,-1,0,0.3614006704401004,0.00045709019688189913,0.00021103882787728496,0.00021421236621474841
2015-09-23,,0.4,0.6,0.861843310364206,0.00669073988608297,0.6966702930893759,,-1,0,0.5897198389467794,0.0004526597113616513,0.00020861310814532791,0.00021408390109783486
2015-09-24,,0.4,0.6,0.8486188003662531,0.0066702137399777,0.6918717103296853,,-1,0,-0.06504667025174278,0.00044821630761722697,0.00020186627836558607,0.00020811399602787504
2015-09-25,,0.4,0.6,0.8552899839668916,0.006597159015086359,0.6889199491868366,,-1,0,0.23613615866393065,0.00043396551534944896,0.00019573570827866716,0.00020078506326228504
2015-09-28,,0.4067881072798896,0.5932118927201104,0.8642393649348047,0.006910153707867359,0.6777512350410758,1.4262410745059084,-1,0,-0.5297690659778067,0.00042534196902683564,0.0002200613957377363,0.00020735349877851292
